"Group","WeekType","Day","LessonNum","StartTime","EndTime","Subject","TeacherFullName","RoomName","BuildingName","Homework"
"4ИСИП-525","odd","Четверг","4","14:30","16:00","Иностранный язык в профессиональной деятельности","Преподаватель 7 Ино","Кабинет 9","Корпус A",""
"4ИСИП-525","odd","Четверг","5","16:10","17:40","Классный час","Доп Преподаватель 15 Кла","Кабинет 4","Корпус A","Подготовить доклад"
"4ИСИП-525","odd","Пятница","1","09:00","10:30","История","Преподаватель 9 Ист","Кабинет 4","Корпус A","Решить задачи 1-5"
"4ИСИП-525","odd","Пятница","2","10:40","12:10","Математика","Преподаватель 10 Мат","Кабинет 1","Корпус A","Решить задачи 1-5"
"4ИСИП-525","odd","Пятница","3","12:50","14:20","Базы данных","Преподаватель 2 Баз","Кабинет 5","Корпус A",""
"4ИСИП-525","odd","Пятница","4","14:30","16:00","Основы алгоритмизации и программирования","Преподаватель 1 Осн","Кабинет 5","Корпус A","Прочитать главу 1"
"4ИСИП-525","odd","Пятница","5","16:10","17:40","Классный час","Доп Преподаватель 15 Кла","Кабинет 3","Корпус B","Решить задачи 1-5"
"1ИСИП-625","even","Понедельник","1","09:00","10:30","Физическая культура","Преподаватель 11 Физ","Кабинет 10","Корпус B","Решить задачи 1-5"
"1ИСИП-625","even","Понедельник","2","10:40","12:10","История","Преподаватель 9 Ист","Кабинет 9","Корпус B","Подготовить доклад"
"1ИСИП-625","even","Понедельник","3","12:50","14:20","Основы алгоритмизации и программирования","Доп Преподаватель 13 Осн","Кабинет 9","Корпус A","Прочитать главу 1"
"1ИСИП-625","even","Понедельник","4","14:30","16:00","Математика","Преподаватель 10 Мат","Кабинет 9","Корпус A","Подготовить доклад"
"1ИСИП-625","even","Понедельник","5","16:10","17:40","Психология общения","Преподаватель 8 Пси","Кабинет 4","Корпус A","Подготовить доклад"
"1ИСИП-625","even","Вторник","1","09:00","10:30","Базы данных","Преподаватель 2 Баз","Кабинет 4","Корпус B","Решить задачи 1-5"
"1ИСИП-625","even","Вторник","2","10:40","12:10","Классный час","Преподаватель 12 Кла","Кабинет 4","Корпус A",""
"1ИСИП-625","even","Вторник","3","12:50","14:20","Математика","Преподаватель 10 Мат","Кабинет 3","Корпус B","Решить задачи 1-5"
"1ИСИП-625","even","Вторник","4","14:30","16:00","История","Преподаватель 9 Ист","Кабинет 4","Корпус B","Подготовить доклад"
"1ИСИП-625","even","Вторник","5","16:10","17:40","Веб-разработка","Преподаватель 3 Веб","Кабинет 2","Корпус B",""
"1ИСИП-625","even","Среда","1","09:00","10:30","Классный час","Преподаватель 12 Кла","Кабинет 7","Корпус B","Прочитать главу 1"
"1ИСИП-625","even","Среда","2","10:40","12:10","Физическая культура","Преподаватель 11 Физ","Кабинет 1","Корпус B","Прочитать главу 1"
"1ИСИП-625","even","Среда","3","12:50","14:20","Иностранный язык в профессиональной деятельности","Доп Преподаватель 14 Ино","Кабинет 9","Корпус A",""
"1ИСИП-625","even","Среда","4","14:30","16:00","История","Преподаватель 9 Ист","Кабинет 9","Корпус B","Решить задачи 1-5"
"1ИСИП-625","even","Среда","5","16:10","17:40","Веб-разработка","Доп Преподаватель 16 Веб","Кабинет 5","Корпус A","Прочитать главу 1"
"1ИСИП-625","even","Четверг","1","09:00","10:30","История","Преподаватель 9 Ист","Кабинет 2","Корпус A",""
"1ИСИП-625","even","Четверг","2","10:40","12:10","Основы алгоритмизации и программирования","Доп Преподаватель 13 Осн","Кабинет 10","Корпус B","Подготовить доклад"
"1ИСИП-625","even","Четверг","3","12:50","14:20","Базы данных","Преподаватель 2 Баз","Кабинет 1","Корпус A","Прочитать главу 1"
"1ИСИП-625","even","Четверг","4","14:30","16:00","Физическая культура","Преподаватель 11 Физ","Кабинет 9","Корпус A","Прочитать главу 1"
"1ИСИП-625","even","Четверг","5","16:10","17:40","Иностранный язык в профессиональной деятельности","Доп Преподаватель 14 Ино","Кабинет 6","Корпус B",""
"1ИСИП-625","even","Пятница","1","09:00","10:30","Классный час","Преподаватель 12 Кла","Кабинет 5","Корпус A","Решить задачи 1-5"
"1ИСИП-625","even","Пятница","2","10:40","12:10","Иностранный язык в профессиональной деятельности","Доп Преподаватель 14 Ино","Кабинет 5","Корпус A",""
"1ИСИП-625","even","Пятница","3","12:50","14:20","Физическая культура","Преподаватель 11 Физ","Кабинет 1","Корпус A",""
"1ИСИП-625","even","Пятница","4","14:30","16:00","Психология общения","Доп Преподаватель 17 Пси","Кабинет 10","Корпус B","Решить задачи 1-5"
"1ИСИП-625","even","Пятница","5","16:10","17:40","Базы данных","Преподаватель 2 Баз","Кабинет 3","Корпус A",""
"1ИСИП-625","odd","Понедельник","1","09:00","10:30","Психология общения","Преподаватель 8 Пси","Кабинет 8","Корпус B","Подготовить доклад"
"1ИСИП-625","odd","Понедельник","2","10:40","12:10","Иностранный язык в профессиональной деятельности","Доп Преподаватель 14 Ино","Кабинет 9","Корпус A","Решить задачи 1-5"
"1ИСИП-625","odd","Понедельник","3","12:50","14:20","Физическая культура","Преподаватель 11 Физ","Кабинет 6","Корпус B",""
"1ИСИП-625","odd","Понедельник","4","14:30","16:00","Веб-разработка","Преподаватель 3 Веб","Кабинет 9","Корпус B","Прочитать главу 1"
"1ИСИП-625","odd","Понедельник","5","16:10","17:40","Базы данных","Преподаватель 2 Баз","Кабинет 5","Корпус A","Подготовить доклад"
"1ИСИП-625","odd","Вторник","1","09:00","10:30","Психология общения","Преподаватель 8 Пси","Кабинет 4","Корпус A",""
"1ИСИП-625","odd","Вторник","2","10:40","12:10","Веб-разработка","Преподаватель 3 Веб","Кабинет 4","Корпус A","Решить задачи 1-5"
"1ИСИП-625","odd","Вторник","3","12:50","14:20","Базы данных","Преподаватель 2 Баз","Кабинет 10","Корпус B","Решить задачи 1-5"
"1ИСИП-625","odd","Вторник","4","14:30","16:00","Основы алгоритмизации и программирования","Доп Преподаватель 13 Осн","Кабинет 2","Корпус B","Прочитать главу 1"
"1ИСИП-625","odd","Вторник","5","16:10","17:40","История","Преподаватель 9 Ист","Кабинет 7","Корпус A","Подготовить доклад"
"1ИСИП-625","odd","Среда","1","09:00","10:30","Основы алгоритмизации и программирования","Доп Преподаватель 13 Осн","Кабинет 2","Корпус B","Решить задачи 1-5"
"1ИСИП-625","odd","Среда","2","10:40","12:10","Психология общения","Доп Преподаватель 17 Пси","Кабинет 3","Корпус B","Подготовить доклад"
"1ИСИП-625","odd","Среда","3","12:50","14:20","Веб-разработка","Преподаватель 3 Веб","Кабинет 1","Корпус A","Подготовить доклад"
"1ИСИП-625","odd","Среда","4","14:30","16:00","Математика","Преподаватель 10 Мат","Кабинет 5","Корпус B",""
"1ИСИП-625","odd","Среда","5","16:10","17:40","Классный час","Преподаватель 12 Кла","Кабинет 8","Корпус A","Подготовить доклад"
"1ИСИП-625","odd","Четверг","1","09:00","10:30","Основы алгоритмизации и программирования","Доп Преподаватель 13 Осн","Кабинет 8","Корпус A","Подготовить доклад"
"1ИСИП-625","odd","Четверг","2","10:40","12:10","Психология общения","Преподаватель 8 Пси","Кабинет 3","Корпус A",""
"1ИСИП-625","odd","Четверг","3","12:50","14:20","Математика","Преподаватель 10 Мат","Кабинет 8","Корпус A","Прочитать главу 1"
"1ИСИП-625","odd","Четверг","4","14:30","16:00","Иностранный язык в профессиональной деятельности","Доп Преподаватель 14 Ино","Кабинет 6","Корпус A","Решить задачи 1-5"
"1ИСИП-625","odd","Четверг","5","16:10","17:40","История","Преподаватель 9 Ист","Кабинет 3","Корпус B",""
"1ИСИП-625","odd","Пятница","1","09:00","10:30","Классный час","Доп Преподаватель 15 Кла","Кабинет 4","Корпус A","Прочитать главу 1"
"1ИСИП-625","odd","Пятница","2","10:40","12:10","Базы данных","Преподаватель 2 Баз","Кабинет 4","Корпус A",""
"1ИСИП-625","odd","Пятница","3","12:50","14:20","Иностранный язык в профессиональной деятельности","Доп Преподаватель 14 Ино","Кабинет 4","Корпус A","Подготовить доклад"
"1ИСИП-625","odd","Пятница","4","14:30","16:00","Психология общения","Преподаватель 8 Пси","Кабинет 4","Корпус B",""
"1ИСИП-625","odd","Пятница","5","16:10","17:40","Основы алгоритмизации и программирования","Преподаватель 1 Осн","Кабинет 8","Корпус B","Решить задачи 1-5"
"3ИСИП-725","even","Понедельник","1","09:00","10:30","Физическая культура","Преподаватель 11 Физ","Кабинет 1","Корпус B","Решить задачи 1-5"
"3ИСИП-725","even","Понедельник","2","10:40","12:10","История","Преподаватель 9 Ист","Кабинет 1","Корпус A",""
"3ИСИП-725","even","Понедельник","3","12:50","14:20","Базы данных","Преподаватель 2 Баз","Кабинет 3","Корпус B","Прочитать главу 1"
"3ИСИП-725","even","Понедельник","4","14:30","16:00","Иностранный язык в профессиональной деятельности","Доп Преподаватель 14 Ино","Кабинет 7","Корпус A","Прочитать главу 1"
"3ИСИП-725","even","Понедельник","5","16:10","17:40","Психология общения","Преподаватель 8 Пси","Кабинет 4","Корпус A","Решить задачи 1-5"
"3ИСИП-725","even","Вторник","1","09:00","10:30","Математика","Преподаватель 10 Мат","Кабинет 2","Корпус A","Решить задачи 1-5"
"3ИСИП-725","even","Вторник","2","10:40","12:10","Иностранный язык в профессиональной деятельности","Преподаватель 7 Ино","Кабинет 4","Корпус B",""
"3ИСИП-725","even","Вторник","3","12:50","14:20","Физическая культура","Преподаватель 11 Физ","Кабинет 10","Корпус A",""
"3ИСИП-725","even","Вторник","4","14:30","16:00","Веб-разработка","Преподаватель 3 Веб","Кабинет 7","Корпус A",""
"3ИСИП-725","even","Вторник","5","16:10","17:40","Основы алгоритмизации и программирования","Доп Преподаватель 13 Осн","Кабинет 4","Корпус B","Подготовить доклад"
"3ИСИП-725","even","Среда","1","09:00","10:30","Математика","Преподаватель 10 Мат","Кабинет 10","Корпус A",""
"3ИСИП-725","even","Среда","2","10:40","12:10","Физическая культура","Преподаватель 11 Физ","Кабинет 4","Корпус B",""
"3ИСИП-725","even","Среда","3","12:50","14:20","Базы данных","Преподаватель 2 Баз","Кабинет 5","Корпус A","Подготовить доклад"
"3ИСИП-725","even","Среда","4","14:30","16:00","Иностранный язык в профессиональной деятельности","Преподаватель 7 Ино","Кабинет 9","Корпус B","Прочитать главу 1"
"3ИСИП-725","even","Среда","5","16:10","17:40","Веб-разработка","Доп Преподаватель 16 Веб","Кабинет 2","Корпус B",""
"3ИСИП-725","even","Четверг","1","09:00","10:30","Базы данных","Преподаватель 2 Баз","Кабинет 4","Корпус B","Подготовить доклад"
"3ИСИП-725","even","Четверг","2","10:40","12:10","Веб-разработка","Преподаватель 3 Веб","Кабинет 2","Корпус B","Подготовить доклад"
"3ИСИП-725","even","Четверг","3","12:50","14:20","История","Преподаватель 9 Ист","Кабинет 7","Корпус B",""
"3ИСИП-725","even","Четверг","4","14:30","16:00","Физическая культура","Преподаватель 11 Физ","Кабинет 8","Корпус A","Решить задачи 1-5"
"3ИСИП-725","even","Четверг","5","16:10","17:40","Классный час","Доп Преподаватель 15 Кла","Кабинет 1","Корпус B","Подготовить доклад"
"3ИСИП-725","even","Пятница","1","09:00","10:30","Веб-разработка","Преподаватель 3 Веб","Кабинет 5","Корпус A","Решить задачи 1-5"
"3ИСИП-725","even","Пятница","2","10:40","12:10","Основы алгоритмизации и программирования","Доп Преподаватель 13 Осн","Кабинет 5","Корпус B","Решить задачи 1-5"
"3ИСИП-725","even","Пятница","3","12:50","14:20","Базы данных","Преподаватель 2 Баз","Кабинет 6","Корпус A",""
"3ИСИП-725","even","Пятница","4","14:30","16:00","Физическая культура","Преподаватель 11 Физ","Кабинет 6","Корпус A","Прочитать главу 1"
"3ИСИП-725","even","Пятница","5","16:10","17:40","Математика","Преподаватель 10 Мат","Кабинет 6","Корпус A","Подготовить доклад"
"3ИСИП-725","odd","Понедельник","1","09:00","10:30","Физическая культура","Преподаватель 11 Физ","Кабинет 3","Корпус A","Подготовить доклад"
"3ИСИП-725","odd","Понедельник","2","10:40","12:10","Иностранный язык в профессиональной деятельности","Преподаватель 7 Ино","Кабинет 4","Корпус B","Решить задачи 1-5"
"3ИСИП-725","odd","Понедельник","3","12:50","14:20","Классный час","Доп Преподаватель 15 Кла","Кабинет 5","Корпус A","Прочитать главу 1"
"3ИСИП-725","odd","Понедельник","4","14:30","16:00","Веб-разработка","Преподаватель 3 Веб","Кабинет 7","Корпус B","Прочитать главу 1"
"3ИСИП-725","odd","Понедельник","5","16:10","17:40","Психология общения","Преподаватель 8 Пси","Кабинет 7","Корпус B","Решить задачи 1-5"
"3ИСИП-725","odd","Вторник","1","09:00","10:30","Математика","Преподаватель 10 Мат","Кабинет 3","Корпус A","Прочитать главу 1"
"3ИСИП-725","odd","Вторник","2","10:40","12:10","Психология общения","Доп Преподаватель 17 Пси","Кабинет 10","Корпус B",""
"3ИСИП-725","odd","Вторник","3","12:50","14:20","Базы данных","Преподаватель 2 Баз","Кабинет 5","Корпус A",""
"3ИСИП-725","odd","Вторник","4","14:30","16:00","Физическая культура","Преподаватель 11 Физ","Кабинет 9","Корпус A","Подготовить доклад"
"3ИСИП-725","odd","Вторник","5","16:10","17:40","Веб-разработка","Доп Преподаватель 16 Веб","Кабинет 9","Корпус A","Решить задачи 1-5"
"3ИСИП-725","odd","Среда","1","09:00","10:30","История","Преподаватель 9 Ист","Кабинет 7","Корпус B",""
"3ИСИП-725","odd","Среда","2","10:40","12:10","Математика","Преподаватель 10 Мат","Кабинет 10","Корпус A","Прочитать главу 1"
"3ИСИП-725","odd","Среда","3","12:50","14:20","Психология общения","Преподаватель 8 Пси","Кабинет 10","Корпус B","Подготовить доклад"
"3ИСИП-725","odd","Среда","4","14:30","16:00","Классный час","Доп Преподаватель 15 Кла","Кабинет 6","Корпус A","Подготовить доклад"
"3ИСИП-725","odd","Среда","5","16:10","17:40","Физическая культура","Преподаватель 11 Физ","Кабинет 8","Корпус B",""
"3ИСИП-725","odd","Четверг","1","09:00","10:30","Психология общения","Доп Преподаватель 17 Пси","Кабинет 5","Корпус B",""
"3ИСИП-725","odd","Четверг","2","10:40","12:10","Основы алгоритмизации и программирования","Доп Преподаватель 13 Осн","Кабинет 4","Корпус B",""
"3ИСИП-725","odd","Четверг","3","12:50","14:20","Математика","Преподаватель 10 Мат","Кабинет 10","Корпус A","Подготовить доклад"
"3ИСИП-725","odd","Четверг","4","14:30","16:00","Иностранный язык в профессиональной деятельности","Преподаватель 7 Ино","Кабинет 6","Корпус B",""
"3ИСИП-725","odd","Четверг","5","16:10","17:40","История","Преподаватель 9 Ист","Кабинет 9","Корпус A",""
"3ИСИП-725","odd","Пятница","1","09:00","10:30","Иностранный язык в профессиональной деятельности","Доп Преподаватель 14 Ино","Кабинет 1","Корпус B",""
"3ИСИП-725","odd","Пятница","2","10:40","12:10","Веб-разработка","Преподаватель 3 Веб","Кабинет 2","Корпус A","Решить задачи 1-5"
"3ИСИП-725","odd","Пятница","3","12:50","14:20","История","Преподаватель 9 Ист","Кабинет 6","Корпус B","Прочитать главу 1"
"3ИСИП-725","odd","Пятница","4","14:30","16:00","Математика","Преподаватель 10 Мат","Кабинет 3","Корпус B","Подготовить доклад"
"3ИСИП-725","odd","Пятница","5","16:10","17:40","Классный час","Доп Преподаватель 15 Кла","Кабинет 5","Корпус A",""
"4ИСИП-825","even","Понедельник","1","09:00","10:30","Физическая культура","Преподаватель 11 Физ","Кабинет 10","Корпус A",""
"4ИСИП-825","even","Понедельник","2","10:40","12:10","Веб-разработка","Преподаватель 3 Веб","Кабинет 9","Корпус A","Решить задачи 1-5"
"4ИСИП-825","even","Понедельник","3","12:50","14:20","Математика","Преподаватель 10 Мат","Кабинет 1","Корпус A",""
"4ИСИП-825","even","Понедельник","4","14:30","16:00","Классный час","Преподаватель 12 Кла","Кабинет 6","Корпус A","Решить задачи 1-5"
"4ИСИП-825","even","Понедельник","5","16:10","17:40","История","Преподаватель 9 Ист","Кабинет 1","Корпус A","Решить задачи 1-5"
"4ИСИП-825","even","Вторник","1","09:00","10:30","История","Преподаватель 9 Ист","Кабинет 8","Корпус B",""
"4ИСИП-825","even","Вторник","2","10:40","12:10","Математика","Преподаватель 10 Мат","Кабинет 1","Корпус A",""
"4ИСИП-825","even","Вторник","3","12:50","14:20","Веб-разработка","Доп Преподаватель 16 Веб","Кабинет 3","Корпус B","Прочитать главу 1"
"4ИСИП-825","even","Вторник","4","14:30","16:00","Базы данных","Преподаватель 2 Баз","Кабинет 4","Корпус B",""
"4ИСИП-825","even","Вторник","5","16:10","17:40","Иностранный язык в профессиональной деятельности","Преподаватель 7 Ино","Кабинет 6","Корпус B","Подготовить доклад"
"4ИСИП-825","even","Среда","1","09:00","10:30","Иностранный язык в профессиональной деятельности","Доп Преподаватель 14 Ино","Кабинет 4","Корпус B","Прочитать главу 1"
"4ИСИП-825","even","Среда","2","10:40","12:10","Классный час","Преподаватель 12 Кла","Кабинет 3","Корпус B","Подготовить доклад"
"4ИСИП-825","even","Среда","3","12:50","14:20","Основы алгоритмизации и программирования","Преподаватель 1 Осн","Кабинет 2","Корпус A","Решить задачи 1-5"
"4ИСИП-825","even","Среда","4","14:30","16:00","Физическая культура","Преподаватель 11 Физ","Кабинет 9","Корпус A","Прочитать главу 1"
"4ИСИП-825","even","Среда","5","16:10","17:40","Базы данных","Преподаватель 2 Баз","Кабинет 1","Корпус A","Подготовить доклад"
"4ИСИП-825","even","Четверг","1","09:00","10:30","Классный час","Преподаватель 12 Кла","Кабинет 7","Корпус B","Решить задачи 1-5"
"4ИСИП-825","even","Четверг","2","10:40","12:10","Физическая культура","Преподаватель 11 Физ","Кабинет 3","Корпус B","Прочитать главу 1"
"4ИСИП-825","even","Четверг","3","12:50","14:20","Математика","Преподаватель 10 Мат","Кабинет 9","Корпус A","Решить задачи 1-5"
"4ИСИП-825","even","Четверг","4","14:30","16:00","История","Преподаватель 9 Ист","Кабинет 4","Корпус A","Решить задачи 1-5"
"4ИСИП-825","even","Четверг","5","16:10","17:40","Веб-разработка","Доп Преподаватель 16 Веб","Кабинет 2","Корпус A","Прочитать главу 1"
"4ИСИП-825","even","Пятница","1","09:00","10:30","Базы данных","Преподаватель 2 Баз","Кабинет 8","Корпус A","Решить задачи 1-5"
"4ИСИП-825","even","Пятница","2","10:40","12:10","Основы алгоритмизации и программирования","Доп Преподаватель 13 Осн","Кабинет 9","Корпус A","Подготовить доклад"
"4ИСИП-825","even","Пятница","3","12:50","14:20","Математика","Преподаватель 10 Мат","Кабинет 2","Корпус B","Решить задачи 1-5"
"4ИСИП-825","even","Пятница","4","14:30","16:00","Иностранный язык в профессиональной деятельности","Доп Преподаватель 14 Ино","Кабинет 6","Корпус B","Подготовить доклад"
"4ИСИП-825","even","Пятница","5","16:10","17:40","История","Преподаватель 9 Ист","Кабинет 3","Корпус B","Прочитать главу 1"
"4ИСИП-825","odd","Понедельник","1","09:00","10:30","Основы алгоритмизации и программирования","Доп Преподаватель 13 Осн","Кабинет 5","Корпус B","Решить задачи 1-5"
"4ИСИП-825","odd","Понедельник","2","10:40","12:10","Базы данных","Преподаватель 2 Баз","Кабинет 7","Корпус A",""
"4ИСИП-825","odd","Понедельник","3","12:50","14:20","Физическая культура","Преподаватель 11 Физ","Кабинет 10","Корпус A","Решить задачи 1-5"
"4ИСИП-825","odd","Понедельник","4","14:30","16:00","Классный час","Доп Преподаватель 15 Кла","Кабинет 8","Корпус B","Решить задачи 1-5"
"4ИСИП-825","odd","Понедельник","5","16:10","17:40","История","Преподаватель 9 Ист","Кабинет 5","Корпус B","Подготовить доклад"
"4ИСИП-825","odd","Вторник","1","09:00","10:30","Физическая культура","Преподаватель 11 Физ","Кабинет 8","Корпус B","Подготовить доклад"
"4ИСИП-825","odd","Вторник","2","10:40","12:10","Психология общения","Преподаватель 8 Пси","Кабинет 2","Корпус A","Решить задачи 1-5"
"4ИСИП-825","odd","Вторник","3","12:50","14:20","Математика","Преподаватель 10 Мат","Кабинет 6","Корпус B","Решить задачи 1-5"
"4ИСИП-825","odd","Вторник","4","14:30","16:00","Классный час","Доп Преподаватель 15 Кла","Кабинет 7","Корпус A",""
"4ИСИП-825","odd","Вторник","5","16:10","17:40","Веб-разработка","Преподаватель 3 Веб","Кабинет 10","Корпус B","Прочитать главу 1"
"4ИСИП-825","odd","Среда","1","09:00","10:30","Иностранный язык в профессиональной деятельности","Доп Преподаватель 14 Ино","Кабинет 6","Корпус B","Подготовить доклад"
"4ИСИП-825","odd","Среда","2","10:40","12:10","Психология общения","Доп Преподаватель 17 Пси","Кабинет 5","Корпус B","Прочитать главу 1"
"4ИСИП-825","odd","Среда","3","12:50","14:20","Математика","Преподаватель 10 Мат","Кабинет 8","Корпус B","Решить задачи 1-5"
"4ИСИП-825","odd","Среда","4","14:30","16:00","История","Преподаватель 9 Ист","Кабинет 4","Корпус B","Подготовить доклад"
"4ИСИП-825","odd","Среда","5","16:10","17:40","Базы данных","Преподаватель 2 Баз","Кабинет 3","Корпус A","Решить задачи 1-5"
"4ИСИП-825","odd","Четверг","1","09:00","10:30","Классный час","Доп Преподаватель 15 Кла","Кабинет 4","Корпус A","Подготовить доклад"
"4ИСИП-825","odd","Четверг","2","10:40","12:10","Веб-разработка","Доп Преподаватель 16 Веб","Кабинет 4","Корпус B","Подготовить доклад"
"4ИСИП-825","odd","Четверг","3","12:50","14:20","Физическая культура","Преподаватель 11 Физ","Кабинет 6","Корпус B","Прочитать главу 1"
"4ИСИП-825","odd","Четверг","4","14:30","16:00","Психология общения","Доп Преподаватель 17 Пси","Кабинет 10","Корпус B","Подготовить доклад"
"4ИСИП-825","odd","Четверг","5","16:10","17:40","Основы алгоритмизации и программирования","Доп Преподаватель 13 Осн","Кабинет 3","Корпус A",""
"4ИСИП-825","odd","Пятница","1","09:00","10:30","Классный час","Преподаватель 12 Кла","Кабинет 3","Корпус B","Прочитать главу 1"
"4ИСИП-825","odd","Пятница","2","10:40","12:10","Веб-разработка","Доп Преподаватель 16 Веб","Кабинет 4","Корпус A",""
"4ИСИП-825","odd","Пятница","3","12:50","14:20","История","Преподаватель 9 Ист","Кабинет 4","Корпус A","Прочитать главу 1"
"4ИСИП-825","odd","Пятница","4","14:30","16:00","Основы алгоритмизации и программирования","Доп Преподаватель 13 Осн","Кабинет 2","Корпус B","Подготовить доклад"
"4ИСИП-825","odd","Пятница","5","16:10","17:40","Математика","Преподаватель 10 Мат","Кабинет 6","Корпус A","Подготовить доклад"
"1ИСИП-925","even","Понедельник","1","09:00","10:30","Классный час","Доп Преподаватель 15 Кла","Кабинет 2","Корпус B","Прочитать главу 1"
"1ИСИП-925","even","Понедельник","2","10:40","12:10","Иностранный язык в профессиональной деятельности","Доп Преподаватель 14 Ино","Кабинет 1","Корпус A",""
"1ИСИП-925","even","Понедельник","3","12:50","14:20","Физическая культура","Преподаватель 11 Физ","Кабинет 4","Корпус A","Прочитать главу 1"
"1ИСИП-925","even","Понедельник","4","14:30","16:00","Веб-разработка","Доп Преподаватель 16 Веб","Кабинет 9","Корпус A","Прочитать главу 1"
"1ИСИП-925","even","Понедельник","5","16:10","17:40","Математика","Преподаватель 10 Мат","Кабинет 6","Корпус B","Решить задачи 1-5"
"1ИСИП-925","even","Вторник","1","09:00","10:30","Веб-разработка","Доп Преподаватель 16 Веб","Кабинет 4","Корпус B",""
"1ИСИП-925","even","Вторник","2","10:40","12:10","Основы алгоритмизации и программирования","Преподаватель 1 Осн","Кабинет 3","Корпус B","Подготовить доклад"
"1ИСИП-925","even","Вторник","3","12:50","14:20","Математика","Преподаватель 10 Мат","Кабинет 10","Корпус B","Подготовить доклад"
"1ИСИП-925","even","Вторник","4","14:30","16:00","Иностранный язык в профессиональной деятельности","Преподаватель 7 Ино","Кабинет 3","Корпус B","Решить задачи 1-5"
"1ИСИП-925","even","Вторник","5","16:10","17:40","Физическая культура","Преподаватель 11 Физ","Кабинет 3","Корпус B","Прочитать главу 1"
"1ИСИП-925","even","Среда","1","09:00","10:30","Классный час","Преподаватель 12 Кла","Кабинет 6","Корпус A","Подготовить доклад"
"1ИСИП-925","even","Среда","2","10:40","12:10","История","Преподаватель 9 Ист","Кабинет 3","Корпус A","Подготовить доклад"
"1ИСИП-925","even","Среда","3","12:50","14:20","Психология общения","Доп Преподаватель 17 Пси","Кабинет 10","Корпус B","Решить задачи 1-5"
"1ИСИП-925","even","Среда","4","14:30","16:00","Иностранный язык в профессиональной деятельности","Доп Преподаватель 14 Ино","Кабинет 2","Корпус B","Решить задачи 1-5"
"1ИСИП-925","even","Среда","5","16:10","17:40","Математика","Преподаватель 10 Мат","Кабинет 7","Корпус B","Подготовить доклад"
"1ИСИП-925","even","Четверг","1","09:00","10:30","Физическая культура","Преподаватель 11 Физ","Кабинет 1","Корпус A","Решить задачи 1-5"
"1ИСИП-925","even","Четверг","2","10:40","12:10","Базы данных","Преподаватель 2 Баз","Кабинет 1","Корпус A","Подготовить доклад"
"1ИСИП-925","even","Четверг","3","12:50","14:20","Психология общения","Доп Преподаватель 17 Пси","Кабинет 6","Корпус A","Прочитать главу 1"
"1ИСИП-925","even","Четверг","4","14:30","16:00","Математика","Преподаватель 10 Мат","Кабинет 5","Корпус B","Подготовить доклад"
"1ИСИП-925","even","Четверг","5","16:10","17:40","Основы алгоритмизации и программирования","Преподаватель 1 Осн","Кабинет 3","Корпус A","Прочитать главу 1"
"1ИСИП-925","even","Пятница","1","09:00","10:30","История","Преподаватель 9 Ист","Кабинет 7","Корпус B","Решить задачи 1-5"
"1ИСИП-925","even","Пятница","2","10:40","12:10","Классный час","Доп Преподаватель 15 Кла","Кабинет 10","Корпус B",""
"1ИСИП-925","even","Пятница","3","12:50","14:20","Математика","Преподаватель 10 Мат","Кабинет 7","Корпус A",""
"1ИСИП-925","even","Пятница","4","14:30","16:00","Физическая культура","Преподаватель 11 Физ","Кабинет 1","Корпус A","Подготовить доклад"
"1ИСИП-925","even","Пятница","5","16:10","17:40","Базы данных","Преподаватель 2 Баз","Кабинет 8","Корпус A","Подготовить доклад"
"1ИСИП-925","odd","Понедельник","1","09:00","10:30","Психология общения","Преподаватель 8 Пси","Кабинет 8","Корпус B",""
"1ИСИП-925","odd","Понедельник","2","10:40","12:10","Физическая культура","Преподаватель 11 Физ","Кабинет 1","Корпус B","Подготовить доклад"
"1ИСИП-925","odd","Понедельник","3","12:50","14:20","Иностранный язык в профессиональной деятельности","Преподаватель 7 Ино","Кабинет 1","Корпус B",""
"1ИСИП-925","odd","Понедельник","4","14:30","16:00","История","Преподаватель 9 Ист","Кабинет 8","Корпус A","Решить задачи 1-5"
"1ИСИП-925","odd","Понедельник","5","16:10","17:40","Базы данных","Преподаватель 2 Баз","Кабинет 6","Корпус A","Прочитать главу 1"
"1ИСИП-925","odd","Вторник","1","09:00","10:30","Физическая культура","Преподаватель 11 Физ","Кабинет 3","Корпус B",""
"1ИСИП-925","odd","Вторник","2","10:40","12:10","Психология общения","Преподаватель 8 Пси","Кабинет 5","Корпус B",""
"1ИСИП-925","odd","Вторник","3","12:50","14:20","Веб-разработка","Преподаватель 3 Веб","Кабинет 7","Корпус B","Прочитать главу 1"
"1ИСИП-925","odd","Вторник","4","14:30","16:00","История","Преподаватель 9 Ист","Кабинет 4","Корпус A",""
"1ИСИП-925","odd","Вторник","5","16:10","17:40","Иностранный язык в профессиональной деятельности","Преподаватель 7 Ино","Кабинет 9","Корпус A","Подготовить доклад"
"1ИСИП-925","odd","Среда","1","09:00","10:30","Математика","Преподаватель 10 Мат","Кабинет 2","Корпус B",""
"1ИСИП-925","odd","Среда","2","10:40","12:10","Психология общения","Доп Преподаватель 17 Пси","Кабинет 10","Корпус B",""
"1ИСИП-925","odd","Среда","3","12:50","14:20","Основы алгоритмизации и программирования","Доп Преподаватель 13 Осн","Кабинет 9","Корпус B","Прочитать главу 1"
